t,angle,iteration,phase angle
6.76517,67,704,5882.36473
6.77724,72,706,5892.71065
6.78567,78,707,5899.93651
6.79812,84,708,5910.60815
6.80611,89,709,5917.45686
6.81854,91,710,5928.11136
6.82634,91,711,5934.79721
6.83834,91,713,5945.08313
6.84712,91,714,5952.60899
6.85945,91,715,5963.17778
6.86762,91,716,5970.18077
6.87967,91,717,5980.50955
6.8871,88,718,5986.87825
6.90002,82,719,5997.95276
6.90849,76,720,6005.2129
6.92085,71,721,6015.8074
6.92912,65,722,6022.89611
6.94093,60,723,6033.01917
6.9489,54,724,6039.85074
6.96187,48,725,6050.9681
6.9701,43,726,6058.02253
6.98167,37,728,6067.93987
6.99017,31,729,6075.22573
7.00281,26,730,6086.06023
7.011,20,731,6093.08037
7.02324,14,732,6103.57201
7.03092,9,733,6110.155
7.04377,3,734,6121.16951
7.05218,1,735,6128.37822
7.06425,1,736,6138.72414
7.07241,6,737,6145.71857
7.08421,12,738,6155.83306
7.09289,18,739,6163.27321
7.10515,23,740,6173.78199
7.1134,29,741,6180.85356
7.12562,34,743,6191.32805
7.13363,40,744,6198.1939
7.14607,45,745,6208.85697
7.15429,51,746,6215.90283
7.16555,56,747,6225.55445
7.17488,62,748,6233.55175
7.18706,67,750,6243.99196
7.19528,73,751,6251.03782
7.20754,78,752,6261.5466
7.21568,84,753,6268.52388
7.22769,89,754,6278.81837
7.23572,91,755,6285.70137
7.2484,91,757,6296.57016
7.25668,91,758,6303.66744
7.26894,91,759,6314.17622
7.27738,91,760,6321.41065
7.28957,91,761,6331.85943
7.30174,91,762,6342.29107
7.30975,89,763,6349.15692
7.32228,83,764,6359.89714
7.33046,77,765,6366.90871
7.34266,72,766,6377.36606
7.35087,66,767,6384.40334
7.36321,60,768,6394.9807
7.37164,55,769,6402.20656
7.38373,49,770,6412.56962
7.39163,44,771,6419.34118
7.40369,38,772,6429.67853
7.41237,32,773,6437.11868
7.42462,26,774,6447.61889
7.4328,21,775,6454.63046
7.44514,15,776,6465.20782
7.45296,9,777,6471.91081
7.46557,4,778,6482.71959
7.4729,0,779,6489.00258
7.48606,1,781,6500.2828
7.49429,7,782,6507.33723
7.50626,13,783,6517.59744
7.51476,18,784,6524.8833
7.52701,24,785,6535.38351
7.5352,29,786,6542.40365
7.54748,34,787,6552.92957
7.55572,40,788,6559.99257
7.56797,45,789,6570.49278
7.57612,51,790,6577.47863
7.58852,56,791,6588.10742
7.59661,62,792,6595.04184
7.60891,68,793,6605.58491
7.61718,73,794,6612.67362
7.62942,78,795,6623.16526
7.63732,84,796,6629.93682
7.64988,90,797,6640.70275
7.65802,91,798,6647.68004
7.67025,91,799,6658.1631
